Year,State,Race,Division,Democrat,Republican,Prohibitionist,Socialist,Communist,Scattering,"Prog., Ind.",Liberty,Unaffiliated,"Dem., Rep.","Rep., Dem.",Ind.,Farm.-Lab.,Soc.-Lab.,Ind. Rep.,Wet,National,Prog.,American,Indus.,B&T Rep.,LW Rep.,Pers. Choice,Sec,Law Pres.,Civic S.,"Rep., Law P.",Jeffers.,Liberal,Jobless,Rep. & Lib.,"Rep., Dem., Lib., Roose P.",Fair Play,"Rep., Lib., Roose P.","Dem., Lab.","Rep., Roose P.","Dem., Anti-Carp.","Rep., Lib.","Dem., Roose P.","Rep., Prohib.","Dem., Repeal","Dem., Soc.","Rep., Dem., Prohib.","Rep., Liberal, Nonp.","Dem., United Drys, Roose P.",United Drys,"Prohib., Enforcement Allies",Citizens,"Rep., Prohib., Nonp., Soc.","Dem., Prohib.","Rep., Prohib., Nonp.","Dem., Nonp.","Rep., Prohib., Soc.","Rep., Prohib., Nonp.","Dem., Jobless","Rep., Prohib.","Dem., Lib., Ind.","Rep., Ind., Nonp.",Peoples,"Rep., Dem., Prohib., Ind., Nonp.",Repeal,"Rep., Jobless, Roosevelt, Nonp.",Nonp.,"Dem., Ind., Jobless, Labor, Roosevelt, Nonp.","Dem., Jobless, No Party, Ind.","Rep., Lib., Nonp.",Ind. Dry,Jacksonian,Ind. Communist
1932,TX,Representative,15,44318,7362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TX,Representative,16,49068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TX,Representative,17,42658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TX,Representative,18,78226,3245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TX,Representative,At Large,2392032,184544,,7505,,,,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,
1932,UT,President,All,116750,84795,,4087,947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,UT,Senator,All,116889,86046,,2464,883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,UT,Representative,1,47774,44827,,1542,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,UT,Representative,2,62400,46919,,1209,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,VT,President,All,56266,78984,,1533,195,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,VT,Senator,All,60455,74319,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,VT,Representative,All,47591,86194,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,VA,President,All,203979,89637,1843,2382,86,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,VA,Representative,All,1833988,504759,16383,22203,,988,,,207,,,103642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,WA,President,All,353260,208645,1540,17080,2972,,,30308,,,,,,1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,WA,Senator,All,365939,197450,,9364,2183,,,28859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,WA,Representative,1,80665,62283,,,,,,2196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,WA,Representative,2,49002,30780,,,896,,,6677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,WA,Representative,3,38713,28397,,,,,,15427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,WA,Representative,4,41708,32360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,WA,Representative,5,73041,,,2403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,WA,Representative,6,44573,32760,,,,,,11554,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,WV,President,All,405124,330731,2342,5133,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,WV,Representative,1,58060,55023,,,,,,,922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,WV,Representative,2,55556,48055,,,,,,,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,WV,Representative,3,52287,45274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,WV,Representative,4,62848,56993,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,WV,Representative,5,61277,56355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,WV,Representative,6,102896,79470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,WI,President,All,707410,347741,2671,53379,,7,,,,,,,,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3112
1932,WI,Senator,All,610236,387668,4364,65807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2921
1932,WI,Representative,1,48093,50874,418,5141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402
1932,WI,Representative,2,63091,47193,349,1686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,WI,Representative,3,38646,59535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,WI,Representative,4,61058,33609,,24377,,,,,,,,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,WI,Representative,5,57294,32559,,30534,,,,,,,,6891,,,3633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,WI,Representative,6,59055,38708,,2208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,WI,Representative,7,46737,49322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,WI,Representative,8,53414,51887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,WI,Representative,9,39874,52680,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,WI,Representative,10,33448,49764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906
1932,WY,President,All,54370,39583,,2829,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,WY,Representative,All,43056,44816,,1428,148,,,,,,,,,,,,,,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
